plotID,collectDate,horizonName,biogeoTopDepth,biogeoBottomDepth,biogeoCenterDepth,airDryOvenDryRatio,gypsumConc,caco3Conc,caNh4d,kNh4d,mgNh4d,naNh4d,cecdNh4,alSatCecd33,baseSumCecd10,bsesatCecd10,ececCecd33,alKcl,feKcl,mnKcl,phCacl2,phH2o,ec12pre,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,resist,so4Satx,carbonTot,nitrogenTot,ctonRatio,estimatedOC,sulfurTot,alOxalate,feOxalate,mnOxalate,pOxalate,siOxalate,optDensityOxalate,alCitDithionate,feCitDithionate,mnCitDithionate,siliconCitrateDithionate,acidity,waterRetention15Bar,MehlichIIITotP,Bray1PExtractable,OlsenPExtractable,coarseFrag2To5,coarseFrag5To20,sandTotal,siltTotal,clayTotal,carbonateClay,clayFineContent,siltFineContent,siltCoarseContent,sandVeryFineContent,sandFineContent,sandMediumContent,sandCoarseContent,bulkDensCenterDepth,bulkDensTopDepth,bulkDensBottomDepth,bulkDensThirdBar,bulkDensOvenDry,bulkDensFieldMoist,waterRetentionThirdBar,fieldWaterContent
MOAB_046,2016-04-28,Bw,8,37,22.5,1.017,NA,20,43.7,0.6,3.5,0,8.1,NA,47.8,100,NA,NA,NA,NA,7.9,8.4,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,0.5,5,3,0,0.04,0,172.3,77.6,0.02,0.01,0,0.4,0,NA,NA,NA,NA,NA,1.3,48.7,17.6,66.7,18.2,15.1,1.8,NA,5.2,13,40.6,24.4,1.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA
MOAB_046,2016-04-28,Bk2,68,92,80,1.011,0,160,49.8,0.2,12.2,0.2,3.4,NA,62.4,100,NA,NA,NA,NA,8.4,8.7,0.7,NA,0,6.5,7.2,0,2.88,0,31.8,2.1,0.1,17.9,11.8,0,0.1,0,8.5,NA,24.2,20.6,0.5,3,1,0.2,0.01,0,23.9,61.8,0.01,0.01,0,0.1,0,NA,NA,NA,NA,NA,3.1,77.1,118.9,77.4,12.4,10.2,4.3,NA,4.7,7.7,36.3,32.3,4,3.6,NA,NA,NA,NA,NA,NA,NA,NA
SRER_043,2017-11-07,Bk,33,76,54.5,1.011,NA,270,48.7,0.2,1.3,0,6.4,NA,50.2,100,NA,NA,NA,NA,7.8,8.4,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0.4,6,3,0.1,0.03,0.01,89.4,137.6,0.01,0.02,0,0.3,0,0,NA,NA,4.9,NA,1.6,14.1,0,67.2,20.5,12.3,3.7,NA,11.3,9.2,10.1,13,11.6,13.5,NA,NA,NA,NA,NA,NA,NA,NA
SRER_043,2017-11-07,2Bk,76,100,88,1.01,NA,260,46,0.2,1.7,0,5.7,NA,47.9,100,NA,NA,NA,NA,7.9,8.4,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,0.5,7,3,0.1,0.02,0.01,93.1,44.1,0.01,0.01,0,0.3,0,0,NA,NA,0.5,NA,3.3,88.1,74.7,66.7,23.8,9.5,2,NA,10.2,13.6,14.4,20.2,11.7,10.4,NA,NA,NA,NA,NA,NA,NA,NA
SRER_043,2017-11-07,Bw,5,33,19,1.011,NA,180,43.7,0.3,0.9,0,6.6,NA,44.9,100,NA,NA,NA,NA,7.8,8.4,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,0.5,5,3,0.1,0.04,0.01,131.2,141.3,0.01,0.02,0,0.3,0,0,NA,NA,4.8,NA,3.3,12.8,0,69.8,20.9,9.3,1.5,NA,10,10.9,17.9,23.1,11.2,11.4,NA,NA,NA,NA,NA,NA,NA,NA
SRER_043,2017-11-07,A,0,5,2.5,1.008,NA,140,40.9,0.3,0.7,0,5,NA,41.9,100,NA,NA,NA,NA,7.8,8.5,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,0.4,7,3,0.1,0.04,0.02,146,192.3,0.01,0.01,0,0.3,0,0,NA,NA,1.5,NA,7.9,2.5,0,74.8,20.3,4.9,0,NA,7.8,12.5,19.7,20.9,18.4,11,NA,NA,NA,NA,NA,NA,NA,NA
SRER_026,2017-11-08,C4,82,102,92,1.006,NA,NA,3.4,0.1,1,0,3.9,NA,4.5,100,NA,NA,NA,NA,6.6,7.3,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.2,8,2,0,0.01,0.02,130.7,0,0,0.01,0,1.4,0,0,0.9,NA,24,NA,5.9,2.8,0,88,5.8,6.2,NA,NA,4.7,1.1,2.8,12.9,23.5,29.7,NA,NA,NA,NA,NA,NA,NA,NA
SRER_026,2017-11-08,C1,0,8,4,1.005,NA,NA,2.5,0.2,0.5,0,4.3,NA,3.2,74,NA,0,NA,10.7,4.8,5.4,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,0.5,13,6,0,0.02,0.15,143.8,49.6,0,0.03,0,0.7,0,0,2.3,NA,40,NA,11.8,137.8,38,88.6,6.7,4.7,NA,NA,4.4,2.3,2.9,5.7,16.8,34.3,NA,NA,NA,NA,NA,NA,NA,NA
SRER_026,2017-11-08,C3,41,82,61.5,1.006,NA,NA,3.8,0.2,1,0,4.3,NA,5,100,NA,NA,NA,NA,6.8,7.5,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.3,8,2,0,0.02,0.03,185.3,0,0.01,0.02,0,0.9,0,0,0.6,NA,19.5,NA,4.9,9.2,0,87.8,6.4,5.8,NA,NA,5.2,1.2,1.9,6.1,15.4,29.3,NA,NA,NA,NA,NA,NA,NA,NA
SRER_026,2017-11-08,C2,8,41,24.5,1.006,NA,NA,3.8,0.3,1.1,0,5,NA,5.2,100,NA,NA,NA,NA,6.5,7.3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0.4,9,3,0,0.01,0.02,189.9,57,0,0.02,0,0.9,0,0,1.3,NA,24.6,NA,8.2,7.7,0,85.7,7.6,6.7,NA,NA,5.1,2.5,3.4,8.8,19.5,31.9,NA,NA,NA,NA,NA,NA,NA,NA
SRER_023,2017-11-09,C,0,8,4,1.003,NA,NA,1.1,0.2,0.3,0,2.2,6,1.6,73,1.7,0.1,NA,11.6,4.8,5.3,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.4,5,2,0,0.01,0.01,51.3,0,0,0.01,0,0.5,0,0,1.9,NA,42.1,NA,12,102.8,38.1,91.1,5.7,3.2,NA,NA,3.1,2.6,4.8,11.6,18.4,33,NA,NA,NA,NA,NA,NA,NA,NA
SRER_023,2017-11-09,Bw1,8,46,27,1.006,NA,NA,3.3,0.2,1.1,0,4.4,NA,4.6,100,NA,NA,NA,NA,5.4,6.4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.4,5,2,0,0.02,0.03,182.8,12.1,0,0.02,0,0.8,0,0,1.7,NA,30,NA,11.3,12.1,0,81.3,10.3,8.4,NA,NA,5.2,5.1,6.4,11.5,20.9,24.1,NA,NA,NA,NA,NA,NA,NA,NA
SRER_023,2017-11-09,Bw3,86,102,94,1.009,NA,NA,3.5,0.1,1.1,0,3.9,NA,4.7,100,NA,NA,NA,NA,6.5,7.4,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.1,12,1,0,0.02,0.07,154.9,28.3,0.01,0.02,0,0.8,0,0,1.1,NA,28.9,NA,7.2,5.6,0,85.2,7.4,7.4,NA,NA,5.1,2.3,2.9,8.8,14.4,27.1,NA,NA,NA,NA,NA,NA,NA,NA
SRER_023,2017-11-09,Bw2,46,86,66,1.008,NA,NA,4.2,0.1,1.3,0,5,NA,5.6,100,NA,NA,NA,NA,6,6.9,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.3,6,2,0,0.02,0.02,181.8,0,0.01,0.01,0,0.8,0,0.1,1.7,NA,26,NA,8,5.2,0,85.9,7,7.1,NA,NA,4.6,2.4,2.5,5.5,12.4,26.1,NA,NA,NA,NA,NA,NA,NA,NA
SRER_018,2017-11-20,C,0,10,5,1.005,NA,NA,3,0.3,0.4,0,3.2,NA,3.7,100,NA,NA,NA,NA,6.5,7.1,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0.5,7,3,0,0.01,0.02,118.5,52.2,0,0.01,0,0.5,0,0,1,NA,52.5,NA,8.4,4.5,0,85.2,10.2,4.6,NA,NA,3.9,6.3,11.4,22.9,17.2,18.8,NA,NA,NA,NA,NA,NA,NA,NA
SRER_018,2017-11-20,2C3,77,100,88.5,1.04,NA,0,32.5,0.5,1.5,0.3,22.7,NA,34.8,100,NA,NA,NA,NA,7.7,8.1,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,0.4,10,4,0,0.06,0.05,755,362.5,0.04,0.04,0.1,1.3,0.1,0.2,1.3,NA,36.2,NA,8,2.4,0,23.9,46,30.1,NA,NA,34.6,11.4,6.3,5.4,3.6,4.2,NA,NA,NA,NA,NA,NA,NA,NA
SRER_018,2017-11-20,2C1,10,33,21.5,1.014,NA,0,15.8,0.3,0.9,0,8.9,NA,17,100,NA,NA,NA,NA,7.7,8.4,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,0.4,9,4,0,0.03,0.03,346.2,183.8,0.01,0.02,0.1,1,0,0.1,0,NA,57.2,NA,6.1,1.8,0,51.6,38.3,10.1,NA,NA,18.5,19.8,19.7,14.9,10.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA
SRER_018,2017-11-20,2C2,33,77,55,1.026,NA,10,31,0.5,1.9,0,16.9,NA,33.4,100,NA,NA,NA,NA,7.8,8.4,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,0.7,9,6,0,0.05,0.03,640,271.2,0.02,0.05,0.1,1.2,0.1,0.1,0.1,NA,43.1,NA,4.8,1.8,0,27,55.1,17.9,NA,NA,37.9,17.2,9.6,6.4,4.8,3.3,NA,NA,NA,NA,NA,NA,NA,NA
SRER_004,2017-12-04,Bt2,8,38,23,1.035,NA,0,18.9,0.6,2.5,0,17.9,NA,22,100,NA,NA,NA,NA,7.3,7.8,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,1.1,7,8,0,0.09,0.04,169.2,0,0.04,0.02,0,0.6,0,0.1,1.7,NA,3.5,NA,1.6,1.7,0,49.6,14.1,36.3,NA,NA,9.9,4.2,8,9.5,10.1,10.2,NA,NA,NA,NA,NA,NA,NA,NA
SRER_004,2017-12-04,Bkkm,38,100,69,1.009,NA,500,39,0.1,1,0,4.7,NA,40.1,100,NA,NA,NA,NA,7.8,8.5,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,0.6,4,3,0,0.02,0.01,29.3,0,0.01,0.01,0,0.5,0,0,NA,NA,1.5,NA,0.8,189.2,169.9,76,13.3,10.7,5.1,NA,11.2,2.1,3.5,5.4,8.9,17.9,NA,NA,NA,NA,NA,NA,NA,NA
SRER_004,2017-12-04,Bt1,3,8,5.5,1.021,NA,0,14,0.9,2.2,0,13.4,NA,17.1,100,NA,NA,NA,NA,7.5,8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1,7,7,0,0.06,0.04,148.8,7.1,0.03,0.02,0,0.6,0,0.1,0.6,NA,21.6,NA,9.5,1.6,0,59.3,16.7,24,NA,NA,8.8,7.9,14.9,10.6,12.2,12.5,NA,NA,NA,NA,NA,NA,NA,NA
SRER_004,2017-12-04,A,0,3,1.5,1.017,NA,0,14.1,0.8,2.1,0,10.8,NA,17,100,NA,NA,NA,NA,7.4,8,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,1,8,8,0.1,0.06,0.04,187.1,42.9,0.03,0.02,0.1,1.3,0,0.1,0.6,NA,38.8,NA,17.3,4.1,0,64.5,17.1,18.4,NA,NA,8.4,8.7,11.3,16.7,12.6,14.6,NA,NA,NA,NA,NA,NA,NA,NA
SRER_014,2017-12-05,Bw1,3,30,16.5,1.006,NA,NA,2.4,0.1,0.7,0,3.1,NA,3.2,100,NA,NA,NA,NA,5.4,6.4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.4,6,2,0,0.02,0.03,170.9,47.2,0,0.01,0,0.7,0,0,1.1,NA,18.7,NA,9.2,2.5,0,79.6,13.3,7.1,NA,NA,5.5,7.8,10.2,13.9,17.9,21.7,NA,NA,NA,NA,NA,NA,NA,NA
SRER_014,2017-12-05,A,0,3,1.5,1.005,NA,NA,2.2,0.3,0.7,0,3.1,NA,3.2,100,NA,NA,NA,NA,6,6.7,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,0.6,7,4,0,0.02,0.05,149.2,51.4,0,0.01,0,0.7,0,0,1,NA,39.4,NA,15,3.1,0,81.4,13.9,4.7,NA,NA,5.6,8.3,10.9,16.5,21.8,23.1,NA,NA,NA,NA,NA,NA,NA,NA
SRER_014,2017-12-05,Bw2,30,76,53,1.009,NA,NA,4.6,0.1,1.4,0,5.1,NA,6.1,100,NA,NA,NA,NA,6.2,7.1,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.3,4,1,0,0.02,0.05,187,62,0.01,0.01,0,0.7,0,0.1,1,NA,11.5,NA,2.6,3.5,0,77.2,12.9,9.9,NA,NA,6.1,6.8,8.3,12.4,19.3,25,NA,NA,NA,NA,NA,NA,NA,NA
SRER_014,2017-12-05,2C,76,102,89,1.007,NA,NA,3.3,0.1,0.9,0,3.5,NA,4.3,100,NA,NA,NA,NA,6.7,7.6,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.2,4,1,0,0.02,0.17,163,29,0.01,0.02,0,0.7,0,0,0.7,NA,31.7,NA,2.9,4.6,0,86.3,7.2,6.5,NA,NA,4.1,3.1,3.8,9.2,19,27.3,NA,NA,NA,NA,NA,NA,NA,NA
SRER_007,2017-12-06,A1,0,3,1.5,1.005,NA,NA,2.8,0.3,0.7,0,3.6,NA,3.8,100,NA,NA,NA,NA,6.3,6.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.8,6,5,0,0.02,0.1,134.5,55.8,0.01,0.02,0,0.6,0,0,2,NA,48.1,NA,17.3,1.2,0,78.4,17,4.6,NA,NA,7.3,9.7,8.8,17.4,22.4,22.7,NA,NA,NA,NA,NA,NA,NA,NA
SRER_007,2017-12-06,A2,3,33,18,1.005,NA,NA,2.7,0.3,0.8,0,3.4,NA,3.8,100,NA,NA,NA,NA,6.1,7,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.5,4,2,0,0.02,0.03,172.8,50.2,0.01,0.01,0,0.6,0,0,0.8,NA,38.5,NA,15.9,2.3,0,79.8,13.2,7,NA,NA,5,8.2,8.8,13.1,21.6,24.5,NA,NA,NA,NA,NA,NA,NA,NA
SRER_007,2017-12-06,Bw,33,69,51,1.007,NA,NA,4.3,0.2,1.1,0,4.7,NA,5.6,100,NA,NA,NA,NA,6.6,7.5,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0.02,0.01,149.4,19.1,0.01,0.01,0,0.6,0,0,0.6,NA,15.5,NA,2.6,7.5,0,80.2,11.6,8.2,NA,NA,6.2,5.4,7.1,13.1,18.3,22.8,NA,NA,NA,NA,NA,NA,NA,NA
SRER_007,2017-12-06,C,69,102,85.5,1.007,NA,NA,4.1,0.2,1.1,0,4.5,NA,5.4,100,NA,NA,NA,NA,6.6,7.6,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,1,2,2,0,0.01,0.14,116.4,0,0.01,0.02,0,0.7,0,0.1,1.7,NA,14.4,NA,2.1,3.4,0,82.3,9.7,8,NA,NA,5.7,4,6.6,16.5,20.4,20.4,NA,NA,NA,NA,NA,NA,NA,NA
SRER_024,2017-12-07,Bt1,5,20,12.5,1.008,NA,NA,3,0.3,1.3,0,4.7,NA,4.6,98,NA,NA,NA,NA,5.8,6.7,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0.5,7,3,0,0.03,0.05,234.4,0,0.01,0.02,0.1,1.2,0,0,2.5,NA,10.2,NA,3.4,2.2,0,76.8,13.1,10.1,NA,NA,7.5,5.6,8.1,14.9,21.8,19.4,NA,NA,NA,NA,NA,NA,NA,NA
SRER_024,2017-12-07,Bt2,20,36,28,1.012,NA,NA,4.6,0.2,2.6,0,6.3,NA,7.4,100,NA,NA,NA,NA,6.1,7.1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.4,6,2,0,0.04,0.05,291.7,26.2,0.01,0.02,0.1,1.1,0,0.1,2.8,NA,4.9,NA,1.9,3,0,74.4,13.2,12.4,NA,NA,7.8,5.4,4.9,10.5,17.7,22.2,NA,NA,NA,NA,NA,NA,NA,NA
SRER_024,2017-12-07,2Bt,36,102,69,1.02,NA,0,6.8,0.3,4.4,0.1,9.9,NA,11.6,100,NA,NA,NA,NA,7,7.7,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.3,4,1,0,0.04,0.09,422.4,16.2,0.02,0.03,0.1,1.2,0.1,0.1,2.3,NA,27.3,NA,3.5,6.9,0,60.4,19.9,19.7,NA,NA,11.1,8.8,7.8,11.4,13.9,16.6,NA,NA,NA,NA,NA,NA,NA,NA
SRER_024,2017-12-07,A,0,5,2.5,1.007,NA,NA,2.8,0.3,0.9,0,4.2,NA,4,95,NA,NA,NA,NA,6,6.7,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,0.8,8,6,0,0.03,0.04,168,75.9,0,0.02,0,1.2,0,0,2.2,NA,27.6,NA,8.4,2.7,0,81.1,11.7,7.2,NA,NA,5.3,6.4,9.2,16.6,21.9,22.3,NA,NA,NA,NA,NA,NA,NA,NA
SRER_013,2017-12-08,C3,52,83,67.5,1.007,NA,0,5.1,0.1,1.2,0,4.1,NA,6.4,100,NA,NA,NA,NA,7.2,7.7,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.4,3,1,0,0.01,0.02,171.1,59,0.01,0.01,0,0.8,0,0.1,0.7,NA,20.5,NA,4,0.9,0,83.6,9.7,6.7,NA,NA,6.8,2.9,6,13.8,23.4,26,NA,NA,NA,NA,NA,NA,NA,NA
SRER_013,2017-12-08,C1,0,5,2.5,1.005,NA,NA,3.2,0.4,0.8,0,4.2,NA,4.4,100,NA,NA,NA,NA,6.2,6.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,0.8,6,5,0,0.02,0.03,176.3,87.7,0,0.01,0,0.7,0,0,1.2,NA,57.2,NA,18.8,5.3,0,80.7,13.6,5.7,NA,NA,6.8,6.8,9.4,13.6,17,22.4,NA,NA,NA,NA,NA,NA,NA,NA
SRER_013,2017-12-08,C2,5,52,28.5,1.009,NA,0,6.1,0.1,1.5,0,5.4,NA,7.7,100,NA,NA,NA,NA,7.5,8.1,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.5,6,3,0,0.02,0.03,251.7,20.1,0.01,0.01,0,0.8,0,0.1,0.7,NA,25.5,NA,5.3,6.2,0,79.5,12.1,8.4,NA,NA,8.4,3.7,4.9,9.5,19.8,27.1,NA,NA,NA,NA,NA,NA,NA,NA
SRER_013,2017-12-08,C4,83,100,91.5,1.007,NA,0,4.6,0.1,1.1,0,3.5,NA,5.8,100,NA,NA,NA,NA,7.2,7.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.3,4,1,0,0.01,0.01,145.9,17.1,0,0.01,0,0.7,0,0.1,0.3,NA,20.4,NA,3.2,1.8,0,84.7,9.1,6.2,NA,NA,5.8,3.3,5,11.4,22.1,27.1,NA,NA,NA,NA,NA,NA,NA,NA
SRER_008,2018-01-18,BA,5,20,12.5,1.011,NA,NA,6.5,0.3,1.1,0,7.8,NA,7.9,100,NA,NA,NA,NA,6.3,7.1,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,0.5,10,5,0.1,0.04,0.04,179.9,0,0.01,0.02,0,1,0,0,2,NA,6.3,NA,2.4,194.7,202.4,70.2,16.3,13.5,NA,NA,7,9.3,13.9,21.1,11.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA
SRER_008,2018-01-18,Bt1,20,45,32.5,1.029,NA,NA,10.6,0.3,1.8,0,12.7,NA,12.7,100,NA,NA,NA,NA,6.6,7.4,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,0.9,8,7,0.1,0.08,0.05,235.2,0,0.02,0.02,0.1,1.4,0,0,3.5,NA,2.9,NA,1.1,246.1,272.1,54.4,13.3,32.3,NA,NA,6.9,6.4,7,9.1,9.3,13,NA,NA,NA,NA,NA,NA,NA,NA
SRER_008,2018-01-18,Bt2,45,102,73.5,1.024,NA,0,11.1,0.3,2.1,0,13.4,NA,13.5,100,NA,NA,NA,NA,7,7.8,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,0.7,7,5,0.1,0.08,0.07,331.7,21.6,0.03,0.02,0.1,1.3,0,0,3,NA,9.8,NA,17.2,300.4,202.8,63.1,10.2,26.7,NA,NA,5.5,4.7,4.2,7.7,10.2,19.9,NA,NA,NA,NA,NA,NA,NA,NA
SRER_008,2018-01-18,A,0,5,2.5,1.01,NA,NA,4.9,0.5,0.9,0,6.6,NA,6.3,95,NA,NA,NA,NA,6.3,6.8,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,0.9,10,9,0,0.03,0.03,130.7,9.1,0.01,0.02,0,1,0,0,2.4,NA,30.5,NA,10.7,3,0,76.5,14.4,9.1,NA,NA,5,9.4,14.1,20.7,18.1,14.1,NA,NA,NA,NA,NA,NA,NA,NA
SRER_003,2018-01-30,Bw,8,46,27,1.007,NA,NA,3.2,0.2,0.9,0,4.1,NA,4.3,100,NA,NA,NA,NA,6.7,7.5,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.3,5,2,0,0.02,0.03,209.6,23.3,0.01,0.01,0,0.7,0,0,1.4,NA,22.1,NA,7,4.9,0,76.9,13.5,9.6,NA,NA,6.3,7.2,11.4,18.6,20.5,18.8,NA,NA,NA,NA,NA,NA,NA,NA
SRER_003,2018-01-30,2Bt,84,102,93,1.011,NA,NA,5.4,0.2,1.3,0,5.7,NA,6.9,100,NA,NA,NA,NA,6.7,7.5,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.3,3,1,0,0.02,0.13,228.8,0,0.01,0.02,0,0.7,0,0,1,NA,30.3,NA,3.4,1.2,0,70.6,17.9,11.5,NA,NA,8.4,9.5,10.1,20.3,12.6,17.7,NA,NA,NA,NA,NA,NA,NA,NA
SRER_003,2018-01-30,A,0,8,4,1.005,NA,NA,3.4,0.3,0.8,0,3.6,NA,4.5,100,NA,NA,NA,NA,6.9,7.6,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.4,8,3,0,0.02,0.24,172.7,32.3,0.01,0.03,0,0.7,0,0,1.2,NA,44.5,NA,15.7,0.7,0,78.8,14.5,6.7,NA,NA,5.9,8.6,13.2,19.2,24.1,16.7,NA,NA,NA,NA,NA,NA,NA,NA
SRER_003,2018-01-30,Bt,46,84,65,1.011,NA,NA,5.1,0.2,1.3,0,6,NA,6.6,100,NA,NA,NA,NA,6.7,7.3,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.4,3,1,0,0.02,0.13,203.9,38.2,0.01,0.02,0,0.6,0,0,1.4,NA,19.6,NA,4.7,8,0,71.7,16.4,11.9,NA,NA,8.3,8.1,9.4,14.7,16.8,16.7,NA,NA,NA,NA,NA,NA,NA,NA
